,Ticker,Timestamp,SDG_Mean_ADJ,SDG_STD_Mean,SDG_News_Volume_Mean
1452031,UNP,2013-05-25,-7.546727029069527,1.1347719242771808,31.0
1452103,UNP,2013-08-05,-5.316457037085581,3.369363407452612,84.86666666666666
1452630,UNP,2015-01-14,-4.845044337665092,2.619817571179118,136.875
1452631,UNP,2015-01-15,-5.05590768660494,1.8312170581389824,89.4375
1452671,UNP,2015-02-24,-4.6547564348209605,2.532553346445424,79.3529411764706
1452672,UNP,2015-02-25,-4.785571696516016,2.1748165419491787,104.625
1452914,UNP,2015-10-25,-4.773333650316874,1.9176356527306928,163.5
1452915,UNP,2015-10-26,-4.651795758445088,2.2052708563820684,74.82352941176471
1453137,UNP,2016-06-04,-4.877896749266662,1.39054863327793,442.29411764705884
1453152,UNP,2016-06-19,-6.326664659616902,2.910360372196735,49.70588235294117
1453157,UNP,2016-06-24,-4.610798478463412,2.432392602225637,82.70588235294117
219949,BIIB,2015-04-05,-5.369418980952717,1.9201396260700987,30.222222222222214
134717,APA,2014-12-01,-5.070740883769597,1.4289997384958528,70.5
821580,K,2017-03-29,-5.975818885605079,2.5636547994397514,32.30769230769231
939952,MCK,2016-07-10,-5.5459885109176845,1.6599531822202158,357.5294117647058
939953,MCK,2016-07-11,-5.892808285899631,1.798263920567292,293.5294117647058
939978,MCK,2016-08-05,-5.468104890702175,3.8345906390375686,82.0
940683,MCK,2018-07-11,-5.528173081493728,2.6147676622595184,92.0
1364234,TAP,2020-02-26,-4.672401189578289,1.7435506116531845,116.66666666666669
1364235,TAP,2020-02-27,-5.0314519235882065,2.1025356726139424,265.0588235294117
341806,CMG,2017-01-08,-5.984836736079644,2.0767781483882723,30.4
991932,MRK,2017-08-14,-5.354809456623934,3.16977802405056,78.76470588235293
1547575,WMT,2013-09-23,-3.7225465404973295,3.279290762756471,31.117647058823533
1547833,WMT,2014-06-08,-3.895869822852235,2.0359182914338065,55.9375
1547834,WMT,2014-06-09,-4.114802947521451,2.8618079743728924,126.29411764705885
1547835,WMT,2014-06-10,-4.32946085964407,2.9127341923080583,73.17647058823529
1548832,WMT,2017-03-03,1.263758390969928,1.5466969868735645,726.4117647058823
1548974,WMT,2017-07-23,-5.1613920610909405,2.7835779018605686,465.7647058823529
1548975,WMT,2017-07-24,-5.367766073413679,2.5872570679785647,763.6470588235294
1548976,WMT,2017-07-25,-3.7623094915588617,3.0315356646364786,396.2352941176471
1548981,WMT,2017-07-30,-3.5201036945903015,3.5148055837367815,76.94117647058823
1549051,WMT,2017-10-08,-3.665494092404576,3.229113423965004,124.47058823529413
1549260,WMT,2018-05-05,-3.964758444680984,3.8814704118542496,126.88235294117644
1549390,WMT,2018-09-12,-3.6123678663848353,2.7927639001646907,313.76470588235287
1549392,WMT,2018-09-14,-3.7063913776843727,4.087405926906477,219.17647058823533
1549715,WMT,2019-08-03,-3.82581961775673,3.1643683041125237,339.0
1549716,WMT,2019-08-04,-5.277413887807054,2.6080110969812087,1188.1764705882354
1549717,WMT,2019-08-05,-5.276358366081742,3.1656497464506588,1085.1176470588234
1549718,WMT,2019-08-06,-4.574577566496681,3.086037077076853,775.5294117647059
1549719,WMT,2019-08-07,-3.9352179557983487,2.4664935305424174,771.2941176470587
1549720,WMT,2019-08-08,-3.8169674217070764,2.7245241089984,505.4117647058823
1549721,WMT,2019-08-09,-3.731650800418581,3.1739369967063777,485.2352941176471
1549722,WMT,2019-08-10,-3.9734449632040567,3.3739657445886184,306.11764705882354
1549744,WMT,2019-09-01,-4.261410044988084,2.6065894554554467,344.4117647058823
1549745,WMT,2019-09-02,-4.015330222789563,2.922975990039074,220.5882352941176
1549793,WMT,2019-10-20,-3.7495346961787215,3.5468212619873505,70.11764705882354
1549862,WMT,2019-12-28,-3.648954369506424,3.2114977501240705,151.2941176470588
665486,GS,2013-07-14,-2.9771780987492864,2.1084504432017432,41.07692307692308
666672,GS,2016-10-12,-3.20444199836608,2.7770418500201424,264.0
666994,GS,2017-08-30,-2.8145191783840784,2.355537440589014,218.0
666995,GS,2017-08-31,-2.9798208704336875,2.6565662891948763,186.29411764705884
667853,GS,2020-01-06,-2.7785835624204624,2.6597382860295538,100.94117647058823
667886,GS,2020-02-08,-2.834311659812585,2.838453105103848,51.05882352941178
667916,GS,2020-03-09,-3.4356523131452223,2.3368997773996667,193.29411764705884
667923,GS,2020-03-16,-2.8064750934457114,1.8294941892495815,106.35294117647058
667924,GS,2020-03-17,-2.9002142057160647,2.1910149029057964,105.41176470588236
667925,GS,2020-03-18,-3.2127116298101632,2.293849683421996,104.70588235294115
667926,GS,2020-03-19,-2.9057434005320784,2.0444856172326555,77.82352941176471
667928,GS,2020-03-21,-2.9360545756933933,1.7605279354053929,89.76470588235294
667929,GS,2020-03-22,-3.01891645317498,1.7869031083486535,102.94117647058823
667930,GS,2020-03-23,-3.1488906217731976,1.9886610805154281,200.4117647058824
667933,GS,2020-03-26,-3.213811563288226,2.2363526554824595,181.4117647058824
667936,GS,2020-03-29,-2.963460531025332,1.8536719568949944,36.470588235294116
667937,GS,2020-03-30,-3.5076364819149,2.2467938492479482,147.94117647058823
667938,GS,2020-03-31,-2.77444327872944,2.176011725170611,175.94117647058826
667939,GS,2020-04-01,-2.9043704078031665,1.921122835715665,190.2352941176471
667942,GS,2020-04-04,-3.0278206912174173,2.0756993490625595,41.70588235294117
667943,GS,2020-04-05,-3.2048680195966677,1.6846806862416053,30.0
667946,GS,2020-04-08,-2.9808782218053835,1.950007100126536,115.70588235294115
667947,GS,2020-04-09,-2.6845493421176108,2.2363209248675937,105.17647058823529
743291,ICE,2014-09-22,-3.0659534346898445,2.4709964863140907,118.52941176470587
743292,ICE,2014-09-23,-3.523184576214621,3.064603334371847,107.88235294117644
743366,ICE,2014-12-06,-3.1092357028594457,1.9931335629182096,57.5625
743367,ICE,2014-12-07,-4.166883513763275,2.2473925089197637,30.52941176470589
743418,ICE,2015-01-27,-3.0063051450176754,1.9631841753899504,131.41176470588235
743840,ICE,2016-03-24,-3.196028287836944,3.223648053731086,99.35294117647058
743841,ICE,2016-03-25,-4.179557129967057,2.813955540010352,92.1875
744788,ICE,2018-10-28,-4.189137416692605,1.6995546390110798,77.0625
744877,ICE,2019-01-25,-4.338591775606939,2.9911390251794474,82.625
744878,ICE,2019-01-26,-5.54141215508575,2.1735322393213248,127.25
744880,ICE,2019-01-28,-3.1176128983098703,3.5186557005481154,67.47058823529412
744881,ICE,2019-01-29,-3.365075047596122,2.866739555942764,84.3529411764706
745133,ICE,2019-10-08,-3.4675000358181065,3.7009317780755002,48.58823529411765
745221,ICE,2020-01-04,-3.674813682208288,1.6384737894264745,47.4
745286,ICE,2020-03-09,-3.4514019620169143,2.1392032639325818,141.2941176470588
745296,ICE,2020-03-19,-3.096093065815294,1.498758990307984,215.0
1144189,PFE,2017-11-18,-4.4456405030375725,2.0713240226631813,48.33333333333334
1042566,NFLX,2015-01-11,3.047527590596665,2.479756864665093,31.33333333333333
1042567,NFLX,2015-01-12,2.7488017912067138,2.405605109238345,53.33333333333334
1042581,NFLX,2015-01-26,2.1569639276549726,3.587759824199072,51.941176470588225
1042688,NFLX,2015-05-13,-2.7972260466904237,2.377865882748268,327.11764705882354
1043146,NFLX,2016-08-13,-3.412301402212772,2.9292749945368035,299.88235294117646
1043216,NFLX,2016-10-22,-3.08298925977135,2.6939555551539667,352.2352941176471
1043217,NFLX,2016-10-23,-2.7309222178806185,2.87462226095679,170.11764705882354
1043295,NFLX,2017-01-09,1.8470798149747318,2.6843816633796944,191.88235294117646
1044072,NFLX,2019-02-25,1.8136075308702952,2.429961737294572,410.8235294117647
1044387,NFLX,2020-01-06,2.4486226031548264,3.0053714660276283,385.5882352941177
553731,EXPE,2018-03-31,-3.8886009851341714,1.7896681732444406,60.33333333333334
554036,EXPE,2019-01-30,-3.9212407179764712,2.271822693826918,50.529411764705884
1530049,WFC,2015-03-04,-3.4989374443725723,2.6295552986680613,141.17647058823533
1531882,WFC,2020-03-10,-3.0545764352751936,2.270257775140974,47.647058823529406
1531888,WFC,2020-03-16,-2.9092799606438167,1.7776502600506658,64.64705882352939
1531889,WFC,2020-03-17,-2.896071983343482,1.5575438507253954,56.5
1403733,TROW,2015-04-28,-7.694016865204755,1.769293369837894,31.54545454545455
847951,KR,2018-10-31,-4.0504176571428685,4.28546907258057,74.5
847967,KR,2018-11-16,-4.397424351186353,4.523568665359869,48.4375
673290,HAL,2013-09-19,-6.7444995363055265,2.3545679543808045,92.70588235294115
673301,HAL,2013-09-30,-7.343294873311442,0.9080267955695138,112.71428571428572
673302,HAL,2013-10-01,-7.311360867708412,1.16304923114598,73.0
673641,HAL,2014-09-05,-5.9320218385257375,2.286774054273266,69.3125
673710,HAL,2014-11-13,-5.916659804639008,2.3628922448698217,69.94117647058823
787866,IT,2016-09-23,-2.987247171995811,2.6904253210652405,74.5
787895,IT,2016-10-22,-2.95798032741943,2.163706244411581,100.70588235294115
788216,IT,2017-09-08,-2.725422280492712,2.0364724475980505,135.76470588235293
927316,MAR,2017-03-26,-4.084440749616041,3.1336027256349714,91.0
927492,MAR,2017-09-18,-5.359862347200346,3.8626265749551982,33.833333333333336
1225289,RHT,2013-12-21,-1.9682065852471282,1.8897345859735128,31.785714285714285
1225366,RHT,2014-03-08,-2.0291896381367187,1.9140288171335664,53.13333333333333
1225367,RHT,2014-03-09,-3.1423048182815023,1.7004350775414565,144.4
1225567,RHT,2014-09-25,-1.7974078307895425,2.8273274770297654,52.647058823529406
1226136,RHT,2016-04-16,-1.7251782298714933,3.0863521133508525,76.11764705882355
1227601,RHT,2020-04-20,-1.561603508392852,2.201305692330769,79.93333333333334
78636,ALL,2016-09-18,-4.1801962771998165,2.004360017247684,33.23529411764706
79292,ALL,2018-07-06,-4.4950749161991626,2.0637409635405515,73.05882352941177
179039,AXP,2016-03-24,-3.1520744424798037,4.155149161633894,30.117647058823533
179537,AXP,2017-08-04,-3.448366700621439,2.496472750705958,112.58823529411764
179538,AXP,2017-08-05,-3.8775431082677168,2.591889243868037,39.0
179551,AXP,2017-08-18,-3.0129855992692165,2.5809981114111498,50.235294117647065
1415117,TSLA,2018-03-31,-3.8077643454669343,1.6265947477272076,41.57142857142857
1199559,QCOM,2014-02-19,-3.2211542584787614,1.870440541302644,66.57142857142857
1199719,QCOM,2014-07-29,-3.9435720708428414,1.8422521007528792,68.84615384615384
1199735,QCOM,2014-08-14,-3.1066770737577745,2.0291767389156035,45.45454545454545
1201315,QCOM,2018-12-11,-3.0571335631593106,2.08528089075426,143.35294117647058
36418,ADSK,2014-02-07,-2.8020123961634047,0.15133294240530756,37.0
402552,CVX,2013-11-15,-3.654566545529174,2.3344469196763904,126.17647058823529
403455,CVX,2016-05-06,-3.755068161563308,2.761632449085661,157.11764705882354
403463,CVX,2016-05-14,-3.8670935376739,3.106901461165436,89.76470588235294
403465,CVX,2016-05-16,-4.306241631148916,3.312542804408225,124.35294117647058
403476,CVX,2016-05-27,-3.6724075353115664,2.6734001226460045,168.47058823529414
403477,CVX,2016-05-28,-3.663950508230227,2.684274036345321,64.88235294117646
403478,CVX,2016-05-29,-4.5208639668735975,2.64262101172387,108.88235294117644
403479,CVX,2016-05-30,-4.600239189374861,2.7713144006214643,90.52941176470587
403480,CVX,2016-05-31,-3.8811701444640336,2.9428680547631747,138.8235294117647
403482,CVX,2016-06-02,-4.04278302475299,2.7556711188372813,119.29411764705885
403484,CVX,2016-06-04,-4.251068209218303,2.722571074990194,73.70588235294117
403485,CVX,2016-06-05,-3.928833164904825,3.051605247206872,77.47058823529412
403491,CVX,2016-06-11,-3.7306869247489662,2.8298071211002203,48.352941176470594
403514,CVX,2016-07-04,-3.8088767036902738,2.4386469118022998,94.47058823529413
403519,CVX,2016-07-09,-4.178658219905617,2.463903669319611,63.58823529411765
403628,CVX,2016-10-26,-3.7538943567978436,3.003934898490087,81.58823529411767
404207,CVX,2018-05-28,-4.298528018846731,2.588836465978761,59.17647058823529
404858,CVX,2020-03-09,-3.6957537144701655,1.9658544760248755,135.88235294117646
726756,HRL,2018-11-18,-5.6597701051639975,1.3772105899982514,55.125
965584,MIC,2016-02-03,-3.7574680154901072,1.7578681491290005,42.647058823529406
467117,DUK,2014-02-13,-4.732179039353139,1.3954479859405642,100.82352941176471
468788,DUK,2018-09-11,-5.316280666463936,2.117517487138149,210.0625
468789,DUK,2018-09-12,-5.645150299742404,1.8500758927316727,469.1875
468790,DUK,2018-09-13,-5.680882853994584,2.164174147300126,554.0588235294117
468791,DUK,2018-09-14,-5.824147665241831,1.9701688927153205,458.2352941176471
468792,DUK,2018-09-15,-5.10284219367225,2.3443694148218657,139.6875
468793,DUK,2018-09-16,-5.572785639741778,1.316227042628359,547.4117647058823
468794,DUK,2018-09-17,-5.643923791418465,2.130099297736506,284.4117647058824
468795,DUK,2018-09-18,-5.6739091470396685,2.9089086635463803,150.52941176470586
468796,DUK,2018-09-19,-5.0106190476271655,3.431662977658333,141.0625
468797,DUK,2018-09-20,-4.992201121186018,2.6473693479159364,192.82352941176467
468798,DUK,2018-09-21,-5.2468166171470285,2.06190167799314,332.5882352941176
468799,DUK,2018-09-22,-5.4420777732738435,1.6628243850150164,206.35294117647058
468800,DUK,2018-09-23,-4.7083695931942575,1.9476705493069129,53.58823529411765
468818,DUK,2018-10-11,-4.734763125771933,2.2184809822822484,87.94117647058823
469009,DUK,2019-04-20,-5.177684451497783,1.9355262922657888,30.375
469147,DUK,2019-09-05,-5.354326218956367,1.7348729106685432,246.11764705882354
281210,CCL,2013-07-09,-6.922024164816773,1.0188757037690166,84.5
282720,CCL,2017-08-27,-6.533797234007388,1.307799955236952,83.6875
1026613,NBL,2013-09-19,-4.24715588018878,1.933644277031889,60.46666666666667
1028049,NBL,2017-08-25,-5.008842212553184,0.9869382500862548,72.93333333333334
1569828,XEL,2018-03-02,-4.097865410398387,1.6392243038928598,37.0
1570205,XEL,2019-03-14,-4.9572152355781,2.0513226987441766,168.5
1570206,XEL,2019-03-15,-4.0800031402774914,2.40580079182163,54.93333333333333
1570386,XEL,2019-09-11,-3.9514880106696575,2.15112783004544,98.86666666666666
905341,LUV,2013-07-22,-4.762651172600783,1.717796281531449,70.69230769230771
905570,LUV,2014-03-08,-5.375210110252137,0.40047752772759204,68.0
905571,LUV,2014-03-09,-5.013557042032836,0.5536937899883839,82.83333333333333
905773,LUV,2014-09-27,-4.859453527505365,0.7805649745683607,73.5625
907018,LUV,2018-02-23,-5.307220233279373,3.120238433115744,202.82352941176467
1140523,PEP,2014-11-27,-3.3171575292582847,2.105470669169439,32.083333333333336
383292,CSCO,2017-08-18,-3.429043310584188,2.5805968957330334,68.0625
384200,CSCO,2020-02-12,-3.461263951713142,2.1725091056918617,48.82352941176471
384202,CSCO,2020-02-14,-4.917426151033208,1.9776303861806568,49.53333333333333
1581340,XRX,2014-05-19,-4.732382589353243,2.121885150629005,54.111111111111114
1581341,XRX,2014-05-20,-3.7087914818610175,2.3846290352946307,45.615384615384606
1269281,SBUX,2014-05-19,-3.223433259229705,2.080291217009857,80.1875
1269524,SBUX,2015-01-17,-3.789276580372464,2.007767882474073,111.52941176470587
1269886,SBUX,2016-01-14,-5.274211835308587,3.0165826482427187,739.7647058823529
1269887,SBUX,2016-01-15,-5.100827701366776,3.003617391440092,444.2352941176471
1269888,SBUX,2016-01-16,-4.216702162533096,3.4587613613826362,138.88235294117646
1269889,SBUX,2016-01-17,-3.5656477555375847,3.5001477017424603,90.76470588235294
1269954,SBUX,2016-03-22,-4.819377221674537,2.54221038822916,596.9411764705882
1269955,SBUX,2016-03-23,-3.200067741142872,3.067340160552103,219.2352941176471
1270110,SBUX,2016-08-25,-3.479660622010094,2.30984240268118,465.05882352941177
1270259,SBUX,2017-01-21,-3.4934729498249,2.222826888931106,442.2352941176471
1270692,SBUX,2018-03-30,-3.2949479261819583,2.1622554983084057,522.7647058823529
1270693,SBUX,2018-03-31,-3.223823060506847,2.243907540095025,151.47058823529414
1270767,SBUX,2018-06-13,-3.097104584520768,3.0806129756226963,150.2941176470588
1270770,SBUX,2018-06-16,-3.5826432631162763,2.733965162928126,133.47058823529414
1270946,SBUX,2018-12-09,-3.9385828187186096,3.835770781167352,41.4375
1271358,SBUX,2020-01-25,-3.2895532115884683,2.4215287343597205,77.82352941176471
1271364,SBUX,2020-01-31,-3.304730941858188,2.251874608643164,201.2352941176471
1271366,SBUX,2020-02-02,-3.2099189562560584,2.22266272106339,44.529411764705884
1426192,TWTR,2013-04-06,-3.2745015342548323,2.437158464816079,58.29411764705882
1426361,TWTR,2013-09-22,-3.1964276121773736,3.397659897509346,687.0
1426676,TWTR,2014-08-03,-3.2196372335222967,3.193699169162508,492.5294117647058
1427299,TWTR,2016-04-17,-3.349815710918602,3.1765979543131477,1242.9411764705885
1427712,TWTR,2017-06-04,-3.632486176393012,2.9913369643248355,1968.8823529411768
1427782,TWTR,2017-08-13,-4.3115123269155164,3.490019506246381,1333.8823529411764
1427787,TWTR,2017-08-18,-3.4918442122628384,3.4612358526915497,2276.1176470588234
1427788,TWTR,2017-08-19,-3.2478461759943738,3.3420476648901065,1388.235294117647
1427795,TWTR,2017-08-26,-3.708610078386246,2.9559794147812752,1505.470588235294
1427796,TWTR,2017-08-27,-3.7255767914654916,2.826038326521757,1613.2941176470588
1427810,TWTR,2017-09-10,-4.047227081555215,2.7413254838543506,1599.2941176470588
1427922,TWTR,2017-12-31,-3.198656833128109,3.2027958313191336,1203.4117647058827
1428139,TWTR,2018-08-05,-3.2036805953065417,3.2205354250778218,912.5882352941176
1428181,TWTR,2018-09-16,-3.3853716256993858,2.8816831586565685,827.7647058823529
1428362,TWTR,2019-03-16,-3.5987444880277075,3.4744306852813085,1048.7058823529412
1428503,TWTR,2019-08-04,-3.421727092374039,3.282008576029402,1012.8235294117646
1428531,TWTR,2019-09-01,-3.2300272191231763,3.3396078701591483,729.5294117647059
1428532,TWTR,2019-09-02,-3.19648125774504,3.202336568910706,1038.7647058823532
1428656,TWTR,2020-01-04,-3.6547623062011487,3.303540021638916,836.3529411764706
1428657,TWTR,2020-01-05,-3.6027850198090183,3.136409173568468,1072.0
1428660,TWTR,2020-01-08,-3.2992457428419977,3.1283787949457764,1933.3529411764707
1428664,TWTR,2020-01-12,-3.7520671535026415,3.4603103523825087,855.2352941176471
1123635,PAYX,2018-02-04,-4.895216305561906,0.9646810461517514,35.0
261341,CAT,2015-08-11,-3.4660340579008304,2.2860403615936717,192.52941176470588
262295,CAT,2018-03-22,-3.474178734760749,2.10195721711563,167.88235294117646
262296,CAT,2018-03-23,-3.2133016138757813,1.9168235658305164,118.88235294117644
262426,CAT,2018-07-31,-3.2339883883405016,1.6650175643186391,182.82352941176467
1000702,MSFT,2013-05-21,-2.3010296606736635,2.035297923900344,51.46666666666667
1000717,MSFT,2013-06-05,-2.4032651340461624,2.7048025930146573,44.57142857142857
1000728,MSFT,2013-06-16,-2.967066880030629,2.8112155790503484,43.058823529411775
1000784,MSFT,2013-08-11,-2.310077677871995,2.4738566998654457,73.23529411764707
1000847,MSFT,2013-10-13,-2.660536346027353,2.8593381195190863,30.882352941176467
1000938,MSFT,2014-01-12,-2.2814485151585733,2.7626459551313545,37.117647058823536
1000947,MSFT,2014-01-21,-2.929150100476216,2.4295689641718567,38.411764705882355
1001181,MSFT,2014-09-12,-2.223449889214196,2.693321387714541,75.70588235294117
1002057,MSFT,2017-02-04,-2.5363547195877083,2.208828057677851,538.8823529411766
1002127,MSFT,2017-04-15,-2.1569306460620794,2.985325121827536,158.05882352941177
1002155,MSFT,2017-05-13,-3.304134641886186,2.3432198735792418,690.9411764705882
1002156,MSFT,2017-05-14,-3.7115204260335286,2.6017064121521294,587.4117647058823
1002157,MSFT,2017-05-15,-3.8373187199058254,2.3388402790308667,1452.8823529411764
1002158,MSFT,2017-05-16,-2.435729215812948,2.8303502663115965,742.2352941176471
1002200,MSFT,2017-06-27,-2.3619033813975983,2.8358735832465296,328.9411764705883
1002201,MSFT,2017-06-28,-3.1859518706430072,2.715407548793104,565.9411764705882
1002254,MSFT,2017-08-20,-2.8257559011431366,1.9611172244864543,221.52941176470588
1002375,MSFT,2017-12-19,-2.1819916900026017,3.333813688248612,358.8235294117647
1002589,MSFT,2018-07-21,-2.3181138108426125,2.142396954781702,172.17647058823533
1002620,MSFT,2018-08-21,-2.8074270159390022,3.0514911932349422,434.7058823529412
1002621,MSFT,2018-08-22,-2.7013007156906736,2.939516224326338,319.70588235294116
1003010,MSFT,2019-09-15,-2.6823111357992384,3.564801246647128,55.82352941176471
1003177,MSFT,2020-02-29,-2.780461708765745,2.6479538007663903,96.58823529411764
1003183,MSFT,2020-03-06,-2.17419907441836,2.0334549206154566,442.7647058823529
1003184,MSFT,2020-03-07,-2.406869372940456,1.6920460589302118,195.0
1003212,MSFT,2020-04-04,-2.1506170426822533,2.5507595395234834,47.647058823529406
914734,LYV,2018-02-02,-2.333700311863541,2.5350281982893788,43.82352941176471
914821,LYV,2018-04-30,-2.021870179814384,2.5000529316046367,67.4
914822,LYV,2018-05-01,-2.4969415118690605,2.1897404413787167,41.882352941176464
